"    Percent","","1,130,008","67.3%","67.1%","64.6%","2.5%","0.2%","32.7%","758,702","3.8%","573,353","63.2%","63.2%","61.1%","74,242","74.3%","171,297","76.9%","","715,564","79.5%","7.7%","0.8%","2.5%","1.2%","8.3%","(X)","","730,223","41.9%","16.0%","21.3%","8.7%","12.0%","","730,223","0.8%","6.9%","12.6%","2.6%","12.2%","3.7%","1.9%","6.3%","11.2%","24.7%","8.7%","4.3%","4.1%","","730,223","80.1%","13.1%","6.6%","0.2%","","539,116","3.7%","3.0%","6.7%","7.5%","10.2%","17.1%","14.1%","18.9%","9.2%","9.7%","(X)","(X)","79.6%","(X)","33.8%","(X)","22.6%","(X)","4.6%","(X)","2.4%","(X)","6.4%","351,445","1.8%","1.3%","3.4%","4.8%","8.5%","16.3%","15.5%","23.5%","12.0%","12.9%","(X)","(X)","(X)","187,671","(X)","(X)","(X)","(X)","(X)","","1,338,372","94.0%","76.7%","31.5%","6.0%","276,273","2.9%","825,171","681,209","656,974","91.9%","86.5%","7.7%","8.1%","24,235","77.1%","50.6%","29.5%","22.9%","143,962","91.0%","58.9%","39.9%","9.0%","","4.6%","7.8%","7.6%","2.0%","1.9%","1.3%","17.7%","25.9%","30.9%","7.4%","8.9%","8.4%","9.7%","8.0%","7.1%","7.3%","6.1%","4.6%","18.0%"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","7,161,184","4,709,106","4,698,414","4,426,619","271,795","10,692","2,452,078","4,698,414","(X)","3,699,931","2,240,626","2,238,702","2,108,829","604,836","419,908","1,279,095","945,672","","4,332,443","3,013,993","338,813","466,091","113,944","83,229","316,373","32.0","","4,426,619","1,954,559","694,946","959,877","310,057","507,180","","4,426,619","14,116","262,935","359,528","145,005","473,583","282,432","116,482","377,720","604,462","1,065,323","344,465","187,183","193,385","","4,426,619","3,610,405","604,725","205,343","6,146","","3,272,054","154,067","100,910","219,123","217,121","295,724","473,023","401,811","583,829","341,209","485,237","85,245","117,868","2,618,331","121,592","1,028,180","21,787","692,724","30,660","143,798","10,639","63,267","3,495","274,017","2,247,306","59,937","36,736","99,236","117,030","175,902","298,674","283,539","458,277","287,182","430,793","104,804","138,130","44,153","1,024,748","47,603","68,157","44,780","69,629","54,975","","8,780,160","8,117,243","6,370,543","2,755,536","662,917","2,059,449","81,278","5,316,119","4,291,592","4,051,473","3,663,311","3,382,206","347,666","388,162","240,119","185,445","120,799","71,090","54,674","1,024,527","900,337","600,689","365,119","124,190","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","7,161,184","65.8%","65.6%","61.8%","3.8%","0.1%","34.2%","4,698,414","5.8%","3,699,931","60.6%","60.5%","57.0%","604,836","69.4%","1,279,095","73.9%","","4,332,443","69.6%","7.8%","10.8%","2.6%","1.9%","7.3%","(X)","","4,426,619","44.2%","15.7%","21.7%","7.0%","11.5%","","4,426,619","0.3%","5.9%","8.1%","3.3%","10.7%","6.4%","2.6%","8.5%","13.7%","24.1%","7.8%","4.2%","4.4%","","4,426,619","81.6%","13.7%","4.6%","0.1%","","3,272,054","4.7%","3.1%","6.7%","6.6%","9.0%","14.5%","12.3%","17.8%","10.4%","14.8%","(X)","(X)","80.0%","(X)","31.4%","(X)","21.2%","(X)","4.4%","(X)","1.9%","(X)","8.4%","2,247,306","2.7%","1.6%","4.4%","5.2%","7.8%","13.3%","12.6%","20.4%","12.8%","19.2%","(X)","(X)","(X)","1,024,748","(X)","(X)","(X)","(X)","(X)","","8,780,160","92.4%","72.6%","31.4%","7.6%","2,059,449","3.9%","5,316,119","4,291,592","4,051,473","90.4%","83.5%","8.6%","9.6%","240,119","77.2%","50.3%","29.6%","22.8%","1,024,527","87.9%","58.6%","35.6%","12.1%","","7.0%","10.7%","9.4%","3.4%","4.4%","3.8%","20.0%","29.5%","31.8%","9.7%","13.3%","13.1%","14.4%","12.6%","8.6%","8.7%","8.4%","7.5%","20.5%"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,672,029","962,807","951,773","889,193","62,580","11,034","709,222","951,773","(X)","850,766","456,710","454,970","427,052","139,845","87,329","310,706","210,231","","886,239","700,583","88,845","8,796","17,157","14,278","56,580","22.7","","889,193","335,717","174,854","193,676","95,937","89,009","","889,193","35,474","64,253","35,522","15,938","99,088","38,845","12,450","42,483","103,446","228,325","96,220","49,685","67,464","","889,193","628,986","200,242","58,072","1,893","","792,755","66,887","45,200","88,654","81,926","104,626","140,818","92,575","101,637","37,601","32,831","51,243","70,241","577,101","70,273","278,458","18,611","182,228","29,707","50,153","9,705","27,270","2,617","134,602","496,734","26,723","17,050","43,161","46,056","64,453","93,918","66,810","79,410","31,333","27,820","62,611","82,405","27,945","296,021","31,640","46,248","30,357","46,369","37,898","","2,060,539","1,865,643","1,125,395","1,012,852","194,896","510,571","28,941","1,190,230","866,619","811,625","707,017","567,891","175,009","104,608","54,994","43,855","16,026","30,104","11,139","323,611","276,935","126,175","175,036","46,676","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","1,672,029","57.6%","56.9%","53.2%","3.7%","0.7%","42.4%","951,773","6.6%","850,766","53.7%","53.5%","50.2%","139,845","62.4%","310,706","67.7%","","886,239","79.1%","10.0%","1.0%","1.9%","1.6%","6.4%","(X)","","889,193","37.8%","19.7%","21.8%","10.8%","10.0%","","889,193","4.0%","7.2%","4.0%","1.8%","11.1%","4.4%","1.4%","4.8%","11.6%","25.7%","10.8%","5.6%","7.6%","","889,193","70.7%","22.5%","6.5%","0.2%","","792,755","8.4%","5.7%","11.2%","10.3%","13.2%","17.8%","11.7%","12.8%","4.7%","4.1%","(X)","(X)","72.8%","(X)","35.1%","(X)","23.0%","(X)","6.3%","(X)","3.4%","(X)","17.0%","496,734","5.4%","3.4%","8.7%","9.3%","13.0%","18.9%","13.4%","16.0%","6.3%","5.6%","(X)","(X)","(X)","296,021","(X)","(X)","(X)","(X)","(X)","","2,060,539","90.5%","54.6%","49.2%","9.5%","510,571","5.7%","1,190,230","866,619","811,625","87.1%","70.0%","21.6%","12.9%","54,994","79.7%","29.1%","54.7%","20.3%","323,611","85.6%","39.0%","54.1%","14.4%","","14.2%","22.5%","25.4%","7.8%","11.5%","11.8%","31.6%","41.7%","49.9%","18.6%","25.6%","25.2%","29.9%","23.6%","16.4%","17.6%","12.4%","15.9%","28.8%"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","15,908,940","10,032,721","10,009,209","9,438,639","570,570","23,512","5,876,219","10,009,209","(X)","8,278,421","4,859,346","4,856,632","4,593,543","1,300,315","873,215","2,570,072","1,823,587","","9,219,025","4,822,623","592,921","2,418,334","548,517","202,433","634,197","33.5","","9,438,639","4,025,303","1,847,343","1,977,471","663,047","925,475","","9,438,639","54,095","537,024","562,150","210,094","939,055","522,604","265,898","762,509","1,155,757","2,673,758","854,148","451,662","449,885","","9,438,639","7,395,309","1,495,186","534,077","14,067","","7,417,224","471,680","340,614","601,926","560,412","770,616","1,118,036","887,731","1,188,982","623,359","853,868","71,117","105,304","5,732,196","110,284","2,346,085","20,171","1,569,471","30,326","456,620","9,826","256,916","3,785","1,057,725","4,670,153","179,596","116,495","270,926","300,971","449,497","702,118","604,451","881,605","482,977","681,517","87,270","123,221","40,898","2,747,071","43,646","69,777","41,119","60,871","52,668","","19,276,809","18,239,538","13,031,045","7,600,094","1,037,271","4,310,934","108,372","11,839,556","9,216,920","8,706,487","8,093,386","6,983,567","1,334,360","613,101","510,433","435,323","216,983","239,667","75,110","2,622,636","2,406,515","1,325,093","1,286,618","216,121","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","15,908,940","63.1%","62.9%","59.3%","3.6%","0.1%","36.9%","10,009,209","5.7%","8,278,421","58.7%","58.7%","55.5%","1,300,315","67.2%","2,570,072","71.0%","","9,219,025","52.3%","6.4%","26.2%","5.9%","2.2%","6.9%","(X)","","9,438,639","42.6%","19.6%","21.0%","7.0%","9.8%","","9,438,639","0.6%","5.7%","6.0%","2.2%","9.9%","5.5%","2.8%","8.1%","12.2%","28.3%","9.0%","4.8%","4.8%","","9,438,639","78.4%","15.8%","5.7%","0.1%","","7,417,224","6.4%","4.6%","8.1%","7.6%","10.4%","15.1%","12.0%","16.0%","8.4%","11.5%","(X)","(X)","77.3%","(X)","31.6%","(X)","21.2%","(X)","6.2%","(X)","3.5%","(X)","14.3%","4,670,153","3.8%","2.5%","5.8%","6.4%","9.6%","15.0%","12.9%","18.9%","10.3%","14.6%","(X)","(X)","(X)","2,747,071","(X)","(X)","(X)","(X)","(X)","","19,276,809","94.6%","67.6%","39.4%","5.4%","4,310,934","2.5%","11,839,556","9,216,920","8,706,487","93.0%","80.2%","15.3%","7.0%","510,433","85.3%","42.5%","47.0%","14.7%","2,622,636","91.8%","50.5%","49.1%","8.2%","","10.0%","15.4%","13.5%","5.4%","7.3%","5.8%","23.5%","33.7%","34.8%","13.6%","18.7%","18.3%","19.7%","17.8%","12.2%","12.4%","11.5%","10.8%","23.9%"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","8,352,255","5,210,600","5,112,231","4,833,887","278,344","98,369","3,141,655","5,112,231","(X)","4,337,607","2,494,331","2,485,779","2,349,171","693,571","458,969","1,474,747","1,059,500","","4,829,643","3,831,343","432,543","46,628","84,397","63,858","370,874","24.9","","4,833,887","1,881,947","810,312","1,011,040","436,607","693,981","","4,833,887","59,268","337,824","583,148","120,719","558,989","231,653","81,794","323,833","541,815","1,103,440","451,053","241,463","198,888","","4,833,887","3,883,424","673,009","268,500","8,954","","4,031,592","250,593","195,066","390,648","403,299","550,272","725,059","507,194","552,941","216,293","240,227","56,642","79,620","3,081,404","80,769","1,319,887","20,098","882,689","25,324","192,009","9,850","65,571","2,691","482,394","2,625,055","100,950","66,887","176,453","220,944","330,928","489,900","385,657","455,179","185,223","212,934","70,978","94,483","31,993","1,406,537","34,473","48,939","33,219","48,869","40,819","","10,178,084","9,093,981","6,869,788","3,526,254","1,084,103","2,446,253","129,777","6,082,963","4,679,981","4,437,621","3,832,300","3,635,762","323,934","605,321","242,360","149,939","101,163","56,768","92,421","1,402,982","1,155,751","743,497","529,968","247,231","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","8,352,255","62.4%","61.2%","57.9%","3.3%","1.2%","37.6%","5,112,231","5.4%","4,337,607","57.5%","57.3%","54.2%","693,571","66.2%","1,474,747","71.8%","","4,829,643","79.3%","9.0%","1.0%","1.7%","1.3%","7.7%","(X)","","4,833,887","38.9%","16.8%","20.9%","9.0%","14.4%","","4,833,887","1.2%","7.0%","12.1%","2.5%","11.6%","4.8%","1.7%","6.7%","11.2%","22.8%","9.3%","5.0%","4.1%","","4,833,887","80.3%","13.9%","5.6%","0.2%","","4,031,592","6.2%","4.8%","9.7%","10.0%","13.6%","18.0%","12.6%","13.7%","5.4%","6.0%","(X)","(X)","76.4%","(X)","32.7%","(X)","21.9%","(X)","4.8%","(X)","1.6%","(X)","12.0%","2,625,055","3.8%","2.5%","6.7%","8.4%","12.6%","18.7%","14.7%","17.3%","7.1%","8.1%","(X)","(X)","(X)","1,406,537","(X)","(X)","(X)","(X)","(X)","","10,178,084","89.3%","67.5%","34.6%","10.7%","2,446,253","5.3%","6,082,963","4,679,981","4,437,621","86.4%","81.9%","7.3%","13.6%","242,360","61.9%","41.7%","23.4%","38.1%","1,402,982","82.4%","53.0%","37.8%","17.6%","","10.0%","16.3%","15.7%","4.7%","6.6%","4.9%","28.1%","37.8%","41.7%","14.0%","20.0%","19.7%","22.1%","18.8%","12.2%","13.0%","9.2%","11.3%","25.1%"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","599,849","421,736","414,440","401,579","12,861","7,296","178,113","414,440","(X)","292,873","190,991","189,799","184,621","61,259","45,546","108,709","86,139","","401,160","324,230","35,572","2,125","12,812","5,488","20,933","17.6","","401,579","153,663","68,683","80,224","47,770","51,239","","401,579","36,877","29,823","26,976","13,562","45,448","21,738","4,872","22,823","26,665","104,354","31,832","17,609","19,000","","401,579","305,987","64,622","29,735","1,235","","320,873","18,120","12,664","25,727","27,046","37,951","59,948","45,303","54,533","20,323","19,258","65,315","85,506","262,975","84,131","85,237","19,581","49,615","23,347","9,429","10,205","6,399","3,281","21,065","189,465","4,803","2,940","8,317","10,880","18,166","33,200","32,585","44,443","17,854","16,277","86,798","106,573","36,289","131,408","39,781","52,239","38,165","54,353","42,337","","743,105","689,270","592,124","196,720","53,835","188,147","13,742","444,624","375,834","364,969","337,329","320,964","26,642","27,640","10,865","7,706","4,924","3,049","3,159","68,790","59,841","43,250","21,229","8,949","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","599,849","70.3%","69.1%","66.9%","2.1%","1.2%","29.7%","414,440","3.1%","292,873","65.2%","64.8%","63.0%","61,259","74.3%","108,709","79.2%","","401,160","80.8%","8.9%","0.5%","3.2%","1.4%","5.2%","(X)","","401,579","38.3%","17.1%","20.0%","11.9%","12.8%","","401,579","9.2%","7.4%","6.7%","3.4%","11.3%","5.4%","1.2%","5.7%","6.6%","26.0%","7.9%","4.4%","4.7%","","401,579","76.2%","16.1%","7.4%","0.3%","","320,873","5.6%","3.9%","8.0%","8.4%","11.8%","18.7%","14.1%","17.0%","6.3%","6.0%","(X)","(X)","82.0%","(X)","26.6%","(X)","15.5%","(X)","2.9%","(X)","2.0%","(X)","6.6%","189,465","2.5%","1.6%","4.4%","5.7%","9.6%","17.5%","17.2%","23.5%","9.4%","8.6%","(X)","(X)","(X)","131,408","(X)","(X)","(X)","(X)","(X)","","743,105","92.8%","79.7%","26.5%","7.2%","188,147","7.3%","444,624","375,834","364,969","92.4%","87.9%","7.3%","7.6%","10,865","70.9%","45.3%","28.1%","29.1%","68,790","87.0%","62.9%","30.9%","13.0%","","6.2%","9.8%","11.9%","3.1%","3.9%","5.3%","23.9%","29.9%","33.7%","10.5%","11.1%","10.8%","12.5%","10.1%","10.3%","10.7%","8.9%","6.7%","22.6%"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","9,385,593","5,927,187","5,917,459","5,603,630","313,829","9,728","3,458,406","5,917,459","(X)","4,834,764","2,849,403","2,847,274","2,704,750","790,386","550,401","1,654,948","1,225,169","","5,496,532","4,481,335","417,967","79,191","118,884","66,193","332,962","23.7","","5,603,630","2,108,045","945,383","1,185,082","416,972","948,148","","5,603,630","53,718","313,136","845,301","144,516","631,658","301,653","84,723","361,765","548,595","1,358,326","499,405","244,238","216,596","","5,603,630","4,637,696","686,005","271,052","8,877","","4,717,226","312,285","205,843","449,291","450,926","625,361","867,927","615,531","679,949","264,032","246,081","58,116","78,797","3,576,877","80,561","1,508,847","19,252","1,116,036","26,316","278,617","10,185","132,303","3,062","593,108","2,952,151","115,683","71,469","172,143","215,720","347,386","566,218","458,569","558,365","229,880","216,718","74,391","95,193","32,465","1,765,075","34,626","48,115","34,649","53,293","41,886","","11,501,751","10,793,219","7,970,492","4,287,377","708,532","2,747,909","121,960","6,832,293","5,382,414","5,111,456","4,727,455","4,236,839","618,584","384,001","270,958","215,336","100,618","121,703","55,622","1,449,879","1,312,504","713,617","687,962","137,375","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","9,385,593","63.2%","63.0%","59.7%","3.3%","0.1%","36.8%","5,917,459","5.3%","4,834,764","58.9%","58.9%","55.9%","790,386","69.6%","1,654,948","74.0%","","5,496,532","81.5%","7.6%","1.4%","2.2%","1.2%","6.1%","(X)","","5,603,630","37.6%","16.9%","21.1%","7.4%","16.9%","","5,603,630","1.0%","5.6%","15.1%","2.6%","11.3%","5.4%","1.5%","6.5%","9.8%","24.2%","8.9%","4.4%","3.9%","","5,603,630","82.8%","12.2%","4.8%","0.2%","","4,717,226","6.6%","4.4%","9.5%","9.6%","13.3%","18.4%","13.0%","14.4%","5.6%","5.2%","(X)","(X)","75.8%","(X)","32.0%","(X)","23.7%","(X)","5.9%","(X)","2.8%","(X)","12.6%","2,952,151","3.9%","2.4%","5.8%","7.3%","11.8%","19.2%","15.5%","18.9%","7.8%","7.3%","(X)","(X)","(X)","1,765,075","(X)","(X)","(X)","(X)","(X)","","11,501,751","93.8%","69.3%","37.3%","6.2%","2,747,909","4.4%","6,832,293","5,382,414","5,111,456","92.5%","82.9%","12.1%","7.5%","270,958","79.5%","37.1%","44.9%","20.5%","1,449,879","90.5%","49.2%","47.4%","9.5%","","9.6%","16.1%","17.1%","3.8%","5.2%","3.9%","29.2%","39.3%","46.5%","13.6%","19.1%","18.8%","21.8%","17.6%","12.0%","13.1%","8.2%","10.6%","24.8%"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,097,358","1,893,873","1,874,598","1,779,157","95,441","19,275","1,203,485","1,874,598","(X)","1,575,894","881,806","878,568","835,321","295,873","187,701","597,919","414,786","","1,766,223","1,441,754","171,404","6,556","30,002","24,303","92,204","22.0","","1,779,157","633,094","307,078","389,120","195,883","253,982","","1,779,157","77,366","126,998","170,330","45,401","204,679","97,283","27,785","97,235","154,280","401,780","171,558","94,216","110,246","","1,779,157","1,356,825","301,659","116,408","4,265","","1,493,569","99,449","70,502","159,731","154,421","209,946","276,790","186,190","198,402","71,501","66,637","53,840","74,195","1,135,438","75,085","484,191","19,533","305,759","23,963","81,233","10,172","41,492","2,168","188,348","975,207","41,912","25,353","67,098","87,109","126,375","192,320","145,705","167,572","62,765","58,998","67,511","88,048","29,873","518,362","31,846","45,056","32,256","49,185","36,821","","3,867,023","3,310,379","2,474,157","1,329,097","556,644","1,007,665","85,881","2,258,481","1,706,372","1,622,398","1,344,154","1,284,782","107,449","278,244","83,974","41,516","28,384","15,133","42,458","552,109","406,434","252,558","188,092","145,675","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","3,097,358","61.1%","60.5%","57.4%","3.1%","0.6%","38.9%","1,874,598","5.1%","1,575,894","56.0%","55.8%","53.0%","295,873","63.4%","597,919","69.4%","","1,766,223","81.6%","9.7%","0.4%","1.7%","1.4%","5.2%","(X)","","1,779,157","35.6%","17.3%","21.9%","11.0%","14.3%","","1,779,157","4.3%","7.1%","9.6%","2.6%","11.5%","5.5%","1.6%","5.5%","8.7%","22.6%","9.6%","5.3%","6.2%","","1,779,157","76.3%","17.0%","6.5%","0.2%","","1,493,569","6.7%","4.7%","10.7%","10.3%","14.1%","18.5%","12.5%","13.3%","4.8%","4.5%","(X)","(X)","76.0%","(X)","32.4%","(X)","20.5%","(X)","5.4%","(X)","2.8%","(X)","12.6%","975,207","4.3%","2.6%","6.9%","8.9%","13.0%","19.7%","14.9%","17.2%","6.4%","6.0%","(X)","(X)","(X)","518,362","(X)","(X)","(X)","(X)","(X)","","3,867,023","85.6%","64.0%","34.4%","14.4%","1,007,665","8.5%","2,258,481","1,706,372","1,622,398","82.8%","79.2%","6.6%","17.2%","83,974","49.4%","33.8%","18.0%","50.6%","552,109","73.6%","45.7%","34.1%","26.4%","","11.2%","17.6%","18.0%","5.8%","8.3%","6.5%","31.0%","40.1%","47.8%","15.3%","20.7%","20.4%","23.7%","19.2%","13.5%","14.8%","8.7%","12.4%","27.3%"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,408,422","2,134,435","2,130,784","2,014,487","116,297","3,651","1,273,987","2,130,784","(X)","1,731,469","1,009,023","1,008,473","954,522","263,193","169,177","556,683","395,225","","1,976,256","1,393,173","185,665","79,221","70,406","61,787","186,004","23.9","","2,014,487","813,564","354,338","417,359","179,755","249,471","","2,014,487","61,791","130,474","224,692","52,801","233,421","90,567","34,387","111,493","227,418","470,563","193,091","90,541","93,248","","2,014,487","1,589,510","277,887","143,022","4,068","","1,642,579","88,320","62,190","133,827","142,135","199,953","297,885","218,325","266,691","114,652","118,601","65,667","88,137","1,251,799","88,529","546,400","20,720","365,349","28,565","78,125","10,082","60,346","3,185","246,729","1,034,877","32,748","17,622","54,285","71,595","115,328","188,721","156,247","206,169","92,424","99,738","80,630","103,600","35,393","607,702","40,246","56,988","35,166","54,792","44,809","","4,135,531","3,861,117","2,827,323","1,618,554","274,414","918,429","32,250","2,493,003","1,953,937","1,853,299","1,688,041","1,495,600","255,878","165,258","100,638","81,986","40,560","45,551","18,652","539,066","484,923","278,500","250,373","54,143","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","3,408,422","62.6%","62.5%","59.1%","3.4%","0.1%","37.4%","2,130,784","5.5%","1,731,469","58.3%","58.2%","55.1%","263,193","64.3%","556,683","71.0%","","1,976,256","70.5%","9.4%","4.0%","3.6%","3.1%","9.4%","(X)","","2,014,487","40.4%","17.6%","20.7%","8.9%","12.4%","","2,014,487","3.1%","6.5%","11.2%","2.6%","11.6%","4.5%","1.7%","5.5%","11.3%","23.4%","9.6%","4.5%","4.6%","","2,014,487","78.9%","13.8%","7.1%","0.2%","","1,642,579","5.4%","3.8%","8.1%","8.7%","12.2%","18.1%","13.3%","16.2%","7.0%","7.2%","(X)","(X)","76.2%","(X)","33.3%","(X)","22.2%","(X)","4.8%","(X)","3.7%","(X)","15.0%","1,034,877","3.2%","1.7%","5.2%","6.9%","11.1%","18.2%","15.1%","19.9%","8.9%","9.6%","(X)","(X)","(X)","607,702","(X)","(X)","(X)","(X)","(X)","","4,135,531","93.4%","68.4%","39.1%","6.6%","918,429","3.5%","2,493,003","1,953,937","1,853,299","91.1%","80.7%","13.8%","8.9%","100,638","81.5%","40.3%","45.3%","18.5%","539,066","90.0%","51.7%","46.4%","10.0%","","7.8%","12.7%","12.4%","4.1%","5.8%","4.2%","23.6%","32.8%","41.1%","12.4%","15.0%","14.5%","16.5%","13.7%","11.7%","12.7%","8.0%","8.4%","25.0%"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,456,049","6,566,126","6,558,087","6,206,839","351,248","8,039","3,889,923","6,558,087","(X)","5,383,417","3,151,227","3,150,063","2,989,439","810,567","565,477","1,708,363","1,264,058","","6,085,959","4,530,697","498,476","315,578","211,881","95,526","433,801","27.1","","6,206,839","2,477,901","1,054,962","1,292,717","499,393","881,866","","6,206,839","78,501","370,375","722,463","161,872","679,659","357,042","100,428","409,691","658,328","1,627,281","501,580","293,034","246,585","","6,206,839","5,222,410","662,821","311,857","9,751","","5,106,601","296,733","206,216","451,019","457,868","618,070","896,229","674,070","800,951","341,400","364,045","63,627","87,262","3,866,168","90,412","1,796,869","20,529","1,207,604","24,392","283,452","10,277","162,509","2,349","670,877","3,254,545","105,186","64,911","165,658","222,967","353,174","585,443","498,151","647,842","293,604","317,609","80,996","105,058","35,518","1,852,056","36,247","52,451","36,987","56,266","44,779","","12,590,644","11,884,753","9,159,609","4,633,997","705,891","2,818,899","128,825","7,515,853","5,946,202","5,642,941","5,267,281","4,837,450","576,646","375,660","303,261","246,507","137,211","120,484","56,754","1,569,651","1,434,562","864,930","706,034","135,089","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","10,456,049","62.8%","62.7%","59.4%","3.4%","0.1%","37.2%","6,558,087","5.4%","5,383,417","58.5%","58.5%","55.5%","810,567","69.8%","1,708,363","74.0%","","6,085,959","74.4%","8.2%","5.2%","3.5%","1.6%","7.1%","(X)","","6,206,839","39.9%","17.0%","20.8%","8.0%","14.2%","","6,206,839","1.3%","6.0%","11.6%","2.6%","11.0%","5.8%","1.6%","6.6%","10.6%","26.2%","8.1%","4.7%","4.0%","","6,206,839","84.1%","10.7%","5.0%","0.2%","","5,106,601","5.8%","4.0%","8.8%","9.0%","12.1%","17.6%","13.2%","15.7%","6.7%","7.1%","(X)","(X)","75.7%","(X)","35.2%","(X)","23.6%","(X)","5.6%","(X)","3.2%","(X)","13.1%","3,254,545","3.2%","2.0%","5.1%","6.9%","10.9%","18.0%","15.3%","19.9%","9.0%","9.8%","(X)","(X)","(X)","1,852,056","(X)","(X)","(X)","(X)","(X)","","12,590,644","94.4%","72.7%","36.8%","5.6%","2,818,899","4.6%","7,515,853","5,946,202","5,642,941","93.3%","85.7%","10.2%","6.7%","303,261","81.3%","45.2%","39.7%","18.7%","1,569,651","91.4%","55.1%","45.0%","8.6%","","8.1%","13.6%","12.7%","3.4%","4.8%","3.5%","24.9%","34.6%","37.3%","12.0%","16.7%","16.4%","18.2%","15.7%","10.7%","11.4%","8.2%","9.0%","23.3%"
