"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,009,098","","3,994,613","1,118,135","2,876,478","3,976,766","11,888,166","4,391,779","7,496,387","4,356,848","3,126,319","","9,198,504","9,810,594","","11,863,388","2,888,711","74,077","1,636,852","8,891","1,637,893","899,286","3,635,885","10,503,707","","13,451,535","1,685,474","3,389,816","3,286,341","5,089,904","","9,930,416","9,369,389","4,819,605","4,549,784","561,027","303,915","257,112","","15,472,107","6,725,849","3,521,229","5,225,029","","1,178,863","3,326,200","4,028,229","5,026,221","5,470,255","8,073,627","10,401,669","12,352,949","4,021,244","1,904,961","2,116,283","4,826","11,606","324,811","934,741","502,570","522,151","646,911","538,899","534,729","7,314","1,755,177","816,952","1,449,115"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,581,048","","746,203","220,204","525,999","729,637","1,475,003","652,790","822,213","500,922","359,842","","1,131,023","1,450,025","","1,199,897","588,597","16,739","235,557","2,113","382,701","155,444","759,828","961,832","","1,531,011","462,236","489,362","331,612","247,801","","670,787","513,428","226,268","287,160","157,359","78,278","79,081","","1,913,192","145,214","520,841","1,247,137","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","961,267","412,952","548,315","4,732","11,201","152,694","159,752","103,028","124,017","174,048","114,836","116,959","(X)","43,629","254,799","662,839"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.6%","","18.7%","19.7%","18.3%","18.3%","12.4%","14.9%","11.0%","11.5%","11.5%","","12.3%","14.8%","","10.1%","20.4%","22.6%","14.4%","23.8%","23.4%","17.3%","20.9%","9.2%","","11.4%","27.4%","14.4%","10.1%","4.9%","","6.8%","5.5%","4.7%","6.3%","28.0%","25.8%","30.8%","","12.4%","2.2%","14.8%","23.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9%","21.7%","25.9%","98.1%","96.5%","47.0%","17.1%","20.5%","23.8%","26.9%","21.3%","21.9%","(X)","2.5%","31.2%","45.7%"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,098,330","","2,261,173","594,288","1,666,885","2,250,646","6,188,289","2,211,179","3,977,110","2,292,826","1,648,868","","4,880,665","5,217,665","","6,847,110","2,132,832","116,785","301,700","6,653","328,061","365,189","966,330","6,344,815","","6,992,396","787,383","1,766,545","2,175,046","2,263,422","","5,081,634","4,808,241","2,475,030","2,333,211","273,393","139,793","133,600","","8,102,260","3,519,212","1,794,106","2,788,942","","621,154","1,898,488","2,377,237","3,045,636","3,331,937","5,073,744","6,480,038","7,524,048","1,978,422","936,595","1,041,827","2,629","7,001","219,224","399,037","235,512","271,124","329,431","270,060","244,404","7,175","850,680","422,357","705,385"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,411,939","","452,423","131,206","321,217","442,627","807,496","372,954","434,542","226,456","152,020","","613,309","798,630","","742,056","456,894","28,165","30,354","1,516","82,109","70,845","230,691","622,712","","775,901","210,657","255,839","217,398","92,007","","410,106","324,291","137,832","186,459","85,815","38,263","47,552","","1,004,127","102,283","314,453","587,391","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","495,712","214,067","281,645","2,597","6,722","107,216","75,377","49,519","64,880","91,148","51,075","47,178","(X)","30,140","164,454","301,118"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.0%","","20.0%","22.1%","19.3%","19.7%","13.0%","16.9%","10.9%","9.9%","9.2%","","12.6%","15.3%","","10.8%","21.4%","24.1%","10.1%","22.8%","25.0%","19.4%","23.9%","9.8%","","11.1%","26.8%","14.5%","10.0%","4.1%","","8.1%","6.7%","5.6%","8.0%","31.4%","27.4%","35.6%","","12.4%","2.9%","17.5%","21.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1%","22.9%","27.0%","98.8%","96.0%","48.9%","18.9%","21.0%","23.9%","27.7%","18.9%","19.3%","(X)","3.5%","38.9%","42.7%"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","735,842","","175,040","52,464","122,576","174,324","450,468","186,650","263,818","156,249","110,334","","375,886","359,956","","630,983","22,946","37,741","11,654","998","8,406","23,114","28,902","616,728","","488,087","31,951","126,092","178,334","151,710","","408,561","396,372","214,194","182,178","12,189","7,353","4,836","","578,048","288,315","149,959","139,774","","37,403","103,760","128,852","166,063","185,055","300,037","413,893","508,012","176,717","95,459","81,258","210","455","36,984","40,495","17,329","18,266","23,252","18,446","21,280","6,973","84,539","47,246","44,932"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77,491","","19,459","6,552","12,907","18,809","48,252","29,154","19,098","13,402","9,780","","36,426","41,065","","52,010","6,191","11,801","2,242","493","1,509","3,245","5,362","49,694","","39,913","6,632","14,641","12,634","6,006","","28,424","24,509","11,590","12,919","3,915","2,395","1,520","","59,938","6,957","25,205","27,776","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39,899","19,513","20,386","210","440","14,869","5,938","3,026","3,458","4,694","3,231","4,033","(X)","4,086","17,749","18,064"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.5%","","11.1%","12.5%","10.5%","10.8%","10.7%","15.6%","7.2%","8.6%","8.9%","","9.7%","11.4%","","8.2%","27.0%","31.3%","19.2%","49.4%","18.0%","14.0%","18.6%","8.1%","","8.2%","20.8%","11.6%","7.1%","4.0%","","7.0%","6.2%","5.4%","7.1%","32.1%","32.6%","31.4%","","10.4%","2.4%","16.8%","19.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.6%","20.4%","25.1%","100.0%","96.7%","40.2%","14.7%","17.5%","18.9%","20.2%","17.5%","19.0%","(X)","4.8%","37.6%","40.2%"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,350,378","","2,545,054","679,428","1,865,626","2,532,502","6,883,775","2,451,901","4,431,874","2,692,698","1,921,549","","5,542,805","5,807,573","","9,157,344","1,380,607","19,365","261,067","3,753","125,526","402,716","446,298","8,911,439","","7,864,106","702,230","2,561,987","2,297,086","2,302,803","","5,862,628","5,555,969","2,878,981","2,676,988","306,659","167,673","138,986","","9,106,738","3,953,652","2,167,471","2,985,615","","695,173","2,007,051","2,464,759","3,154,299","3,460,459","5,393,352","7,071,535","8,376,996","2,430,176","1,191,759","1,238,417","3,600","8,175","278,896","464,747","256,864","324,645","435,250","337,650","320,349","6,991","1,004,732","536,750","888,694"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,546,011","","486,835","148,378","338,457","475,109","900,767","421,176","479,591","242,668","158,409","","685,678","860,333","","987,553","392,415","4,461","32,874","1,019","32,732","94,957","106,657","934,197","","855,604","191,499","337,928","237,567","88,610","","453,739","352,180","142,976","209,204","101,559","49,866","51,693","","1,104,410","97,027","376,212","631,171","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","601,842","272,518","329,324","3,577","7,856","125,846","91,995","59,218","84,918","118,855","59,818","49,759","(X)","34,031","205,390","362,421"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.6%","","19.1%","21.8%","18.1%","18.8%","13.1%","17.2%","10.8%","9.0%","8.2%","","12.4%","14.8%","","10.8%","28.4%","23.0%","12.6%","27.2%","26.1%","23.6%","23.9%","10.5%","","10.9%","27.3%","13.2%","10.3%","3.8%","","7.7%","6.3%","5.0%","7.8%","33.1%","29.7%","37.2%","","12.1%","2.5%","17.4%","21.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8%","22.9%","26.6%","99.4%","96.1%","45.1%","19.8%","23.1%","26.2%","27.3%","17.7%","15.5%","(X)","3.4%","38.3%","40.8%"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,833,712","","938,307","252,951","685,356","934,139","2,294,529","872,615","1,421,914","835,788","600,876","","1,884,969","1,948,743","","2,734,825","270,319","295,465","84,934","6,249","106,541","335,379","418,919","2,495,435","","2,553,018","284,646","786,869","802,428","679,075","","1,860,862","1,767,299","938,168","829,131","93,563","51,539","42,024","","2,998,892","1,320,476","633,339","1,045,077","","259,310","776,655","971,970","1,249,937","1,377,099","2,066,132","2,607,004","2,993,697","733,456","363,818","369,638","921","3,038","100,719","134,393","81,281","92,323","124,047","102,186","94,548","7,229","304,386","157,154","271,916"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","585,520","","194,537","59,976","134,561","190,708","338,642","164,958","173,684","80,022","52,341","","263,585","321,935","","352,581","70,956","59,038","12,330","2,069","24,727","63,819","92,338","301,143","","307,399","73,804","119,551","84,405","29,639","","164,186","133,498","60,377","73,121","30,688","15,654","15,034","","408,608","46,564","127,470","234,574","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","200,239","91,492","108,747","916","2,830","52,045","30,531","21,924","26,023","34,576","16,915","14,479","(X)","14,158","69,638","116,443"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15.3%","","20.7%","23.7%","19.6%","20.4%","14.8%","18.9%","12.2%","9.6%","8.7%","","14.0%","16.5%","","12.9%","26.2%","20.0%","14.5%","33.1%","23.2%","19.0%","22.0%","12.1%","","12.0%","25.9%","15.2%","10.5%","4.4%","","8.8%","7.6%","6.4%","8.8%","32.8%","30.4%","35.8%","","13.6%","3.5%","20.1%","22.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3%","25.1%","29.4%","99.5%","93.2%","51.7%","22.7%","27.0%","28.2%","27.9%","16.6%","15.3%","(X)","4.7%","44.3%","42.8%"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,096,744","","847,858","222,666","625,192","841,889","2,524,787","924,198","1,600,589","1,000,083","724,099","","2,023,788","2,072,956","","3,389,049","75,536","43,748","184,478","15,994","137,447","250,492","541,178","3,074,006","","2,911,240","255,149","654,965","991,958","1,009,168","","2,120,495","2,006,207","1,057,034","949,173","114,288","61,447","52,841","","3,346,791","1,357,019","873,293","1,116,479","","229,454","675,447","849,562","1,090,972","1,199,723","1,874,919","2,451,403","2,894,196","970,262","476,123","494,139","1,468","4,288","122,993","221,128","121,650","111,143","147,577","129,519","110,496","7,212","382,211","259,931","328,120"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","506,558","","127,349","36,806","90,543","121,718","321,063","158,830","162,233","88,312","58,146","","230,958","275,600","","388,264","20,683","9,652","24,138","2,736","22,712","38,373","96,265","329,299","","297,675","55,709","88,769","102,148","51,049","","162,417","129,575","58,124","71,451","32,842","15,935","16,907","","392,833","31,697","144,016","217,120","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","242,758","111,124","131,634","1,430","4,108","60,971","44,542","23,135","27,085","41,252","23,038","17,197","(X)","13,227","94,249","135,282"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.4%","","15.0%","16.5%","14.5%","14.5%","12.7%","17.2%","10.1%","8.8%","8.0%","","11.4%","13.3%","","11.5%","27.4%","22.1%","13.1%","17.1%","16.5%","15.3%","17.8%","10.7%","","10.2%","21.8%","13.6%","10.3%","5.1%","","7.7%","6.5%","5.5%","7.5%","28.7%","25.9%","32.0%","","11.7%","2.3%","16.5%","19.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0%","23.3%","26.6%","97.4%","95.8%","49.6%","20.1%","19.0%","24.4%","28.0%","17.8%","15.6%","(X)","3.5%","36.3%","41.2%"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,387,061","","2,600,657","689,914","1,910,743","2,590,247","7,530,512","2,632,842","4,897,670","3,133,412","2,255,892","","6,043,302","6,343,759","","9,869,253","1,338,472","19,619","434,781","4,042","304,003","416,891","938,779","9,415,139","","8,812,474","768,604","2,980,840","2,171,367","2,891,663","","6,491,272","6,146,152","3,194,857","2,951,295","345,120","187,898","157,222","","10,090,977","4,433,897","2,322,786","3,334,294","","669,658","1,932,736","2,396,384","3,102,028","3,415,501","5,388,593","7,173,681","8,586,265","2,560,285","1,229,200","1,331,085","2,824","6,861","249,379","511,085","269,329","327,408","440,582","365,020","387,797","7,133","1,073,806","523,140","963,339"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,480,430","","434,413","125,872","308,541","424,592","860,604","398,299","462,305","269,504","185,413","","653,231","827,199","","916,064","332,886","4,819","58,408","905","90,871","76,477","249,217","803,629","","845,885","185,130","356,734","192,314","111,707","","415,725","320,086","132,590","187,496","95,639","47,415","48,224","","1,088,942","88,889","340,843","659,210","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","595,717","263,354","332,363","2,797","6,588","126,137","87,986","57,030","77,466","111,275","62,855","63,583","(X)","33,587","188,191","373,939"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.0%","","16.7%","18.2%","16.1%","16.4%","11.4%","15.1%","9.4%","8.6%","8.2%","","10.8%","13.0%","","9.3%","24.9%","24.6%","13.4%","22.4%","29.9%","18.3%","26.5%","8.5%","","9.6%","24.1%","12.0%","8.9%","3.9%","","6.4%","5.2%","4.2%","6.4%","27.7%","25.2%","30.7%","","10.8%","2.0%","14.7%","19.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3%","21.4%","25.0%","99.0%","96.0%","50.6%","17.2%","21.2%","23.7%","25.3%","17.2%","16.4%","(X)","3.1%","36.0%","38.8%"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,017,028","","202,159","53,660","148,499","201,217","639,173","230,414","408,759","247,911","175,696","","495,847","521,181","","804,754","65,392","4,108","34,161","762","57,393","50,458","163,259","726,790","","729,347","77,201","202,794","191,468","257,884","","555,514","525,136","269,255","255,881","30,378","16,843","13,535","","840,264","371,201","203,731","265,332","","51,063","153,980","186,605","239,400","260,875","409,603","547,407","666,071","221,357","106,509","114,848","252","666","19,514","46,419","23,956","29,711","39,419","31,031","30,389","6,742","93,225","46,259","81,873"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","117,785","","31,629","9,055","22,574","30,732","69,731","32,374","37,357","23,159","16,425","","52,293","65,492","","75,679","13,386","799","4,527","75","13,839","9,480","37,708","57,862","","69,650","18,941","24,766","15,524","10,419","","32,116","23,844","10,288","13,556","8,272","4,640","3,632","","89,842","5,127","25,973","58,742","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50,973","22,418","28,555","228","654","9,707","7,012","4,699","6,949","9,880","5,820","6,024","(X)","1,847","13,773","35,353"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.6%","","15.6%","16.9%","15.2%","15.3%","10.9%","14.1%","9.1%","9.3%","9.3%","","10.5%","12.6%","","9.4%","20.5%","19.4%","13.3%","9.8%","24.1%","18.8%","23.1%","8.0%","","9.5%","24.5%","12.2%","8.1%","4.0%","","5.8%","4.5%","3.8%","5.3%","27.2%","27.5%","26.8%","","10.7%","1.4%","12.7%","22.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0%","21.0%","24.9%","90.5%","98.2%","49.7%","15.1%","19.6%","23.4%","25.1%","18.8%","19.8%","(X)","2.0%","29.8%","43.2%"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,950,181","","1,089,946","286,219","803,727","1,085,387","2,977,546","1,059,049","1,918,497","1,218,827","882,689","","2,382,002","2,568,179","","3,304,226","1,298,877","16,603","81,344","3,448","100,597","145,086","287,186","3,153,667","","3,457,655","392,312","992,267","1,059,583","1,013,493","","2,426,421","2,293,667","1,174,893","1,118,774","132,754","66,475","66,279","","3,987,391","1,693,599","838,943","1,454,849","","330,854","969,593","1,199,778","1,540,210","1,689,894","2,558,517","3,259,060","3,761,029","948,092","452,076","496,016","1,121","3,191","102,086","174,300","110,226","126,751","164,681","145,612","120,124","7,372","396,082","189,090","362,920"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","726,470","","231,061","66,543","164,518","227,005","410,346","186,047","224,299","129,000","85,063","","313,618","412,852","","346,694","311,319","3,818","9,289","717","27,069","27,564","69,992","312,373","","404,918","109,774","146,207","105,597","43,340","","201,796","158,923","62,817","96,106","42,873","18,380","24,493","","517,709","54,102","152,813","310,794","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","253,605","110,094","143,511","1,112","2,844","52,538","33,664","24,077","33,917","49,676","31,301","24,476","(X)","16,734","78,200","158,671"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.7%","","21.2%","23.2%","20.5%","20.9%","13.8%","17.6%","11.7%","10.6%","9.6%","","13.2%","16.1%","","10.5%","24.0%","23.0%","11.4%","20.8%","26.9%","19.0%","24.4%","9.9%","","11.7%","28.0%","14.7%","10.0%","4.3%","","8.3%","6.9%","5.3%","8.6%","32.3%","27.6%","37.0%","","13.0%","3.2%","18.2%","21.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7%","24.4%","28.9%","99.2%","89.1%","51.5%","19.3%","21.8%","26.8%","30.2%","21.5%","20.4%","(X)","4.2%","41.4%","43.7%"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","849,910","","210,809","58,816","151,993","209,581","498,792","184,157","314,635","198,042","140,309","","427,072","422,838","","712,901","17,687","70,968","12,039","500","7,035","28,780","34,326","694,005","","567,587","42,248","169,732","186,809","168,798","","458,036","442,317","233,685","208,632","15,719","9,376","6,343","","661,840","322,590","163,032","176,218","","52,002","142,619","178,319","229,645","253,581","408,805","544,880","648,350","184,805","95,032","89,773","249","949","30,962","35,053","19,284","21,412","28,941","23,754","24,201","6,780","84,521","46,856","53,428"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","108,863","","33,852","10,763","23,089","32,822","62,364","33,157","29,207","17,435","12,647","","49,372","59,491","","61,246","3,301","35,042","2,017","125","951","6,181","6,843","58,086","","56,518","12,048","21,507","16,293","6,670","","34,341","28,415","13,049","15,366","5,926","3,518","2,408","","78,287","7,646","29,706","40,935","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43,803","20,079","23,724","249","752","12,683","6,656","3,965","4,878","6,129","3,650","4,841","(X)","2,958","19,266","21,579"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.8%","","16.1%","18.3%","15.2%","15.7%","12.5%","18.0%","9.3%","8.8%","9.0%","","11.6%","14.1%","","8.6%","18.7%","49.4%","16.8%","25.0%","13.5%","21.5%","19.9%","8.4%","","10.0%","28.5%","12.7%","8.7%","4.0%","","7.5%","6.4%","5.6%","7.4%","37.7%","37.5%","38.0%","","11.8%","2.4%","18.2%","23.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7%","21.1%","26.4%","100.0%","79.2%","41.0%","19.0%","20.6%","22.8%","21.2%","15.4%","20.0%","(X)","3.5%","41.1%","40.4%"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,603,468","","1,479,850","398,192","1,081,658","1,473,897","4,044,309","1,465,546","2,578,763","1,508,494","1,079,309","","3,206,791","3,396,677","","5,081,361","1,086,744","16,387","120,209","3,659","101,485","193,623","369,225","4,858,780","","4,570,760","521,652","1,445,977","1,299,212","1,303,919","","3,301,734","3,127,054","1,629,397","1,497,657","174,680","87,551","87,129","","5,295,282","2,312,485","1,123,897","1,858,900","","416,918","1,278,381","1,590,124","2,033,888","2,231,052","3,424,188","4,376,631","5,059,080","1,274,903","611,058","663,845","1,434","3,966","145,439","252,617","145,244","177,490","217,583","175,373","155,757","6,994","551,736","253,500","469,667"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","965,213","","308,226","95,862","212,364","302,832","556,149","249,594","306,555","152,775","100,838","","425,554","539,659","","617,400","264,525","3,185","12,185","950","26,401","40,567","90,542","565,325","","540,495","142,437","213,457","128,031","56,570","","264,694","205,782","89,881","115,901","58,912","26,477","32,435","","685,527","68,853","200,490","416,184","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","333,481","144,101","189,380","1,423","3,747","66,258","49,859","33,769","47,867","65,450","33,757","31,351","(X)","22,477","100,515","210,489"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.6%","","20.8%","24.1%","19.6%","20.5%","13.8%","17.0%","11.9%","10.1%","9.3%","","13.3%","15.9%","","12.2%","24.3%","19.4%","10.1%","26.0%","26.0%","21.0%","24.5%","11.6%","","11.8%","27.3%","14.8%","9.9%","4.3%","","8.0%","6.6%","5.5%","7.7%","33.7%","30.2%","37.2%","","12.9%","3.0%","17.8%","22.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2%","23.6%","28.5%","99.2%","94.5%","45.6%","19.7%","23.2%","27.0%","30.1%","19.2%","20.1%","(X)","4.1%","39.7%","44.8%"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,013,446","","7,293,273","1,970,973","5,322,300","7,268,253","17,209,004","6,722,938","10,486,066","5,008,135","3,511,169","","13,808,009","14,205,437","","19,417,513","3,325,354","134,085","1,399,043","24,581","1,757,685","1,955,185","11,095,497","11,600,409","","18,116,583","2,786,400","4,427,282","5,262,249","5,640,652","","14,157,732","13,413,366","7,274,494","6,138,872","744,366","396,359","348,007","","21,538,385","10,053,158","4,624,828","6,860,399","","1,748,230","5,341,356","6,682,034","8,519,140","9,309,589","13,954,681","17,706,701","20,500,687","4,493,036","2,276,973","2,216,063","6,296","16,678","555,492","1,047,454","607,942","590,965","693,145","530,255","444,809","7,478","2,218,073","943,723","1,331,240"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,984,260","","1,462,277","430,469","1,031,808","1,439,337","2,144,673","1,056,411","1,088,262","542,073","377,310","","1,775,491","2,208,769","","2,533,511","621,903","21,113","139,779","4,278","356,496","307,180","2,191,157","964,494","","1,992,150","667,045","609,418","476,688","238,999","","1,114,961","922,862","431,587","491,275","192,099","87,966","104,133","","2,663,325","349,172","804,286","1,509,867","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,098,809","479,746","619,063","6,151","15,656","267,564","180,688","110,477","128,997","177,843","113,265","98,168","(X)","84,586","368,244","645,979"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
